OrganisationLabel,OrganisationURI,PublishedDate,DurationFrom,DurationTo,LatestData,GeoAreaDescription,GeoEntityName,GeoCode,GeoName,GeoURI,Year,LocalAuthorityDistrictCode,LocalAuthorityDistrictName,IMD_Score,IMD_Rank(1MostDeprived),IMD_Decile(1MostDeprivedTenPerCentOfLSOAs),Income_Score(Rate),Income_Rank(1MostDeprived),Income_Decile(1MostDeprivedTenPerCentOfLSOAs),Employment_Score(Rate),Employment_Rank(1MostDeprived),Employment_Decile(1MostDeprivedTenPerCentOfLSOAs),EducationSkillsAndTraining_Score,EducationSkillsAndTraining_Rank(1MostDeprived),EducationSkillsAndTraining_Decile(1MostDeprivedTenPerCentOfLSOAs),HealthDeprivAndDisability_Score,HealthDeprivAndDisability_Rank(1MostDeprived),HealthDeprivAndDisability_Decile(1MostDeprivedTenPerCentOfLSOAs),Crime_Score,Crime_Rank(1MostDeprived),Crime_Decile(1MostDeprivedTenPerCentOfLSOAs),BarriersToHousingAndServices_Score,BarriersToHousingAndServices_Rank(1MostDeprived),BarriersToHousingAndServices_Decile(1MostDeprivedTenPerCentOfLSOAs),LivingEnvironmentScore,LivingEnvironment_Rank(1MostDeprived),LivingEnvironment_Decile(1MostDeprivedTenPerCentOfLSOAs),IncomeDeprivChildrenIndex(IDACI)_Score(Rate),IncomeDeprivChildrenIndex(IDACI)_Rank(1MostDeprived),IncomeDeprivChildrenIndex(IDACI)_Decile(1MostDeprivedTenPerCentOfLSOAs),IncomeDeprivOlderPeople(IDAOPI)_Score(Rate),IncomeDeprivOlderPeople(IDAOPI)_Rank(1_MostDeprived),IncomeDeprivOlderPeople(IDAOPI)_Decile(1MostDeprivedTenPerCentOfLSOAs),ChildrenAndYP_SubDomain_Score,ChildrenAndYP_SubDomain_Rank(1MostDeprived),ChildrenAndYP_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),AdultSkills_SubDomain_Score,AdultSkills_SubDomain_Rank(1MostDeprived),AdultSkills_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),GeographicalBarriers_SubDomain_Score,GeographicalBarriers_SubDomain_Rank(1MostDeprived),GeographicalBarriers_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),WiderBarriers_SubDomain_Score,WiderBarriers_SubDomain_Rank(1MostDeprived),WiderBarriers_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),Indoors_SubDomain_Score,Indoors_SubDomain_Rank(1MostDeprived),Indoors_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),Outdoors_SubDomain_Score,Outdoors_SubDomain_Rank(1MostDeprived),Outdoors_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),TotalPopulation(ExclPrisoners),DependentChildrenAge0_15(ExclPrisoners),PopulationAge16_59(ExclPrisoners),OlderPopulationAge60AndOver(ExclPrisoners),WorkingAgePopn18_59Or64(ExclPrisoners)_EmploymentDeprivDomain
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026041,Boston 007E,http://statistics.data.gov.uk/doc/statistical-geography/E01026041,2019,E07000136,Boston,29.577,8215,3,0.237,4681,2,0.158,5890,2,43.465,4533,2,0.598,7944,3,-0.64,25538,8,8.579,29887,10,6.621,27653,9,0.286,5048,2,0.279,5542,2,0.5,8853,3,0.493,2294,1,-0.346,21664,7,-1.488,23337,8,-0.444,23142,8,-0.811,27529,9,1306,299,625,382,646
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026042,East Lindsey 008A,http://statistics.data.gov.uk/doc/statistical-geography/E01026042,2019,E07000137,East Lindsey,30.889,7609,3,0.225,5236,2,0.178,4437,2,25.54,10549,4,0.555,8450,3,-0.089,17962,6,8.078,30264,10,30.384,8588,3,0.301,4337,2,0.186,11039,4,0.157,13578,5,0.381,8148,3,-0.952,29443,9,-0.51,17931,6,0.866,5021,2,-0.475,23137,8,1695,318,879,498,882
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026043,East Lindsey 008B,http://statistics.data.gov.uk/doc/statistical-geography/E01026043,2019,E07000137,East Lindsey,26.576,9852,3,0.196,6895,3,0.163,5457,2,32.668,7567,3,0.472,9436,3,-0.512,23954,8,8.739,29735,10,10.503,23535,8,0.28,5311,2,0.153,13792,5,0.469,9211,3,0.408,6276,2,-0.4,22539,7,-1.25,22117,7,-0.185,19392,6,-0.494,23398,8,1722,345,847,530,863
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026044,East Lindsey 008C,http://statistics.data.gov.uk/doc/statistical-geography/E01026044,2019,E07000137,East Lindsey,25.729,10348,4,0.127,12850,4,0.157,5956,2,23.028,11887,4,0.39,10484,4,-0.759,26892,9,19.793,16890,6,39.214,4540,2,0.122,16841,6,0.118,17610,6,-0.07,17257,6,0.383,8022,3,0.627,6550,2,-2.535,27945,9,1.118,2991,1,-0.191,18486,6,1368,151,613,604,637
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026045,East Lindsey 001A,http://statistics.data.gov.uk/doc/statistical-geography/E01026045,2019,E07000137,East Lindsey,24.039,11365,4,0.132,12357,4,0.129,8620,3,17.776,15286,5,0.256,12235,4,-1.021,29271,9,32.384,5436,2,32.427,7505,3,0.246,7092,3,0.105,19373,6,-0.125,18158,6,0.335,12267,4,1.324,1996,1,-2.255,26890,9,0.837,5290,2,-0.041,15966,5,1847,207,804,836,869
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026046,East Lindsey 013A,http://statistics.data.gov.uk/doc/statistical-geography/E01026046,2019,E07000137,East Lindsey,33.299,6546,2,0.194,7009,3,0.177,4501,2,28.737,9087,3,1.113,3444,2,-0.261,20499,7,20.383,16201,5,29.092,9324,3,0.205,9767,3,0.238,7587,3,0.29,11572,4,0.395,7152,3,0.513,7819,3,-1.297,22378,7,0.662,7186,3,0.089,13859,5,1166,173,567,426,598
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026047,East Lindsey 013B,http://statistics.data.gov.uk/doc/statistical-geography/E01026047,2019,E07000137,East Lindsey,17.312,16722,6,0.1,16299,5,0.09,14192,5,27.079,9789,3,0.589,8072,3,-0.907,28318,9,9.292,29256,9,14.066,20051,7,0.123,16709,6,0.125,16814,6,0.076,14841,5,0.406,6453,2,-0.043,16416,5,-2.806,28867,9,0.019,16146,5,-0.338,20981,7,1227,133,468,626,511
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026048,East Lindsey 010A,http://statistics.data.gov.uk/doc/statistical-geography/E01026048,2019,E07000137,East Lindsey,69.053,306,1,0.319,1686,1,0.354,126,1,75.842,464,1,1.587,1168,1,0.815,5258,2,18.354,18669,6,63.963,366,1,0.639,24,1,0.211,9240,3,1.45,1182,1,0.567,510,1,0.132,13390,5,-0.12,15811,5,1.798,452,1,0.292,10860,4,1524,163,579,782,636
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026049,East Lindsey 010B,http://statistics.data.gov.uk/doc/statistical-geography/E01026049,2019,E07000137,East Lindsey,37.022,5204,2,0.182,7893,3,0.175,4619,2,39.6,5463,2,1.014,4135,2,-0.559,24567,8,27.672,8701,3,46.554,2538,1,0.203,9903,4,0.171,12204,4,0.762,5834,2,0.426,5219,2,0.997,3478,2,-1.844,25116,8,1.199,2460,1,0.381,9746,3,1522,165,645,712,716
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026050,East Lindsey 010C,http://statistics.data.gov.uk/doc/statistical-geography/E01026050,2019,E07000137,East Lindsey,41.701,3810,2,0.183,7820,3,0.238,1650,1,56.221,2221,1,1.507,1451,1,-0.472,23392,8,10.197,28412,9,26.722,10729,4,0.28,5324,2,0.169,12394,4,1.049,3379,2,0.51,1760,1,-0.233,19813,7,-1.248,22107,7,0.729,6484,2,-0.479,23186,8,1519,99,503,917,552
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026051,East Lindsey 016A,http://statistics.data.gov.uk/doc/statistical-geography/E01026051,2019,E07000137,East Lindsey,13.59,20384,7,0.07,21581,7,0.077,16947,6,21.367,12934,4,0.059,15093,5,-1.218,30571,10,24.097,12037,4,9.783,24270,8,0.087,21232,7,0.086,22238,7,0.057,15125,5,0.351,10674,4,0.855,4450,2,-2.409,27485,9,-0.317,21411,7,-0.347,21131,7,1203,184,656,363,661
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026052,East Lindsey 016B,http://statistics.data.gov.uk/doc/statistical-geography/E01026052,2019,E07000137,East Lindsey,18.844,15375,5,0.125,13101,4,0.101,12423,4,16.344,16307,5,0.203,13023,4,-1.028,29333,9,24.28,11844,4,23.234,12961,4,0.117,17442,6,0.155,13623,5,-0.102,17778,6,0.316,14251,5,0.788,4996,2,-1.675,24279,8,0.593,8023,3,-0.57,24471,8,1737,416,894,427,926
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026053,East Lindsey 016C,http://statistics.data.gov.uk/doc/statistical-geography/E01026053,2019,E07000137,East Lindsey,10.325,24109,8,0.068,21951,7,0.057,22242,7,12.828,19187,6,-0.342,21322,7,-1.15,30166,10,22.115,14195,5,17.829,16959,6,0.08,22373,7,0.096,20699,7,0.035,15477,5,0.244,22384,7,0.726,5584,2,-2.148,26482,9,0.185,13541,5,-0.162,18018,6,2324,681,1288,355,1284
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026054,East Lindsey 016D,http://statistics.data.gov.uk/doc/statistical-geography/E01026054,2019,E07000137,East Lindsey,18.175,15985,5,0.147,10708,4,0.084,15348,5,26.356,10126,4,0.413,10157,4,-1.115,29953,10,6.987,30975,10,15.951,18463,6,0.287,5002,2,0.199,10048,4,0.763,5828,2,0.287,17456,6,-0.474,23675,8,-1.737,24589,8,0.295,11937,4,-1.025,29650,10,2330,309,1522,499,1505
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026055,East Lindsey 013C,http://statistics.data.gov.uk/doc/statistical-geography/E01026055,2019,E07000137,East Lindsey,25.579,10431,4,0.128,12712,4,0.104,11914,4,18.792,14560,5,0.525,8808,3,-1.265,30814,10,43.748,1275,1,29.665,9017,3,0.189,10829,4,0.127,16506,6,-0.036,16676,6,0.335,12201,4,1.99,429,1,-2.64,28306,9,0.733,6449,2,-0.032,15823,5,1099,130,506,463,524
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026056,East Lindsey 017A,http://statistics.data.gov.uk/doc/statistical-geography/E01026056,2019,E07000137,East Lindsey,38.846,4625,2,0.167,9044,3,0.185,4034,2,31.843,7876,3,0.523,8832,3,0.259,12583,4,43.6,1300,1,47.653,2318,1,0.196,10371,4,0.137,15387,5,0.354,10705,4,0.416,5808,2,1.956,475,1,-2.331,27196,9,1.189,2517,1,0.533,8050,3,1086,156,531,399,548
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026057,East Lindsey 018A,http://statistics.data.gov.uk/doc/statistical-geography/E01026057,2019,E07000137,East Lindsey,25.991,10200,4,0.095,17130,6,0.089,14450,5,21.794,12674,4,-0.108,17700,6,-1.437,31574,10,49.145,431,1,51.014,1743,1,0.09,20779,7,0.124,16846,6,0.071,14925,5,0.354,10408,4,2.368,101,1,-2.737,28656,9,1.396,1472,1,0.161,12704,4,1990,299,991,700,1034
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026058,East Lindsey 002A,http://statistics.data.gov.uk/doc/statistical-geography/E01026058,2019,E07000137,East Lindsey,14.905,19009,6,0.083,18973,6,0.082,15770,5,19.053,14356,5,0.194,13146,5,-1.545,31908,10,20.864,15650,5,18.648,16312,5,0.083,21794,7,0.099,20154,7,0.201,12879,4,0.305,15440,5,0.71,5745,2,-2.781,28793,9,0.401,10527,4,-0.726,26526,9,2184,409,1102,673,1125
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026059,East Lindsey 013D,http://statistics.data.gov.uk/doc/statistical-geography/E01026059,2019,E07000137,East Lindsey,29.8,8118,3,0.135,11977,4,0.165,5325,2,20.738,13307,5,0.736,6516,2,-0.642,25564,8,29.959,6998,3,40.513,4099,2,0.176,11834,4,0.116,17847,6,0.052,15201,5,0.345,11241,4,1.181,2546,1,-2.299,27067,9,1.212,2377,1,-0.487,23290,8,1102,146,514,442,533
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026060,East Lindsey 009A,http://statistics.data.gov.uk/doc/statistical-geography/E01026060,2019,E07000137,East Lindsey,26.974,9608,3,0.11,14921,5,0.12,9685,3,23.467,11632,4,0.321,11342,4,-1.519,31841,10,47.075,698,1,32.81,7290,3,0.162,12934,4,0.099,20139,7,0.44,9547,3,0.318,13993,5,2.2,203,1,-2.776,28776,9,0.962,4162,2,-0.52,23773,8,1321,147,582,592,623
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026061,East Lindsey 001B,http://statistics.data.gov.uk/doc/statistical-geography/E01026061,2019,E07000137,East Lindsey,7.927,27143,9,0.057,24477,8,0.055,23013,8,11.428,20488,7,0.119,14206,5,-1.247,30724,10,5.61,31759,10,7.234,27014,9,0.067,24370,8,0.078,23625,8,-0.336,21520,7,0.28,18244,6,-0.26,20244,7,-5.043,32452,10,-0.735,26684,9,-0.225,19078,6,1149,157,601,391,617
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026062,East Lindsey 001C,http://statistics.data.gov.uk/doc/statistical-geography/E01026062,2019,E07000137,East Lindsey,13.308,20727,7,0.113,14508,5,0.086,14993,5,13.512,18578,6,0.199,13072,4,-1.003,29114,9,4.361,32269,10,6.507,27781,9,0.146,14434,5,0.128,16413,5,-0.051,16921,6,0.271,19278,6,-0.47,23607,8,-3.751,31096,10,-0.881,28051,9,-0.221,19007,6,1186,227,616,343,626
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026063,East Lindsey 001D,http://statistics.data.gov.uk/doc/statistical-geography/E01026063,2019,E07000137,East Lindsey,8.043,27022,9,0.053,25450,8,0.054,23553,8,15.012,17351,6,0.056,15147,5,-1.523,31851,10,11.015,27620,9,6.03,28296,9,0.116,17507,6,0.049,29210,9,0.029,15573,5,0.279,18326,6,0.178,12599,4,-4.631,32182,10,-1.223,30410,10,-0.112,17212,6,1277,151,594,532,618
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026064,East Lindsey 011A,http://statistics.data.gov.uk/doc/statistical-geography/E01026064,2019,E07000137,East Lindsey,32.167,7017,3,0.225,5226,2,0.17,4978,2,45.916,3971,2,0.477,9373,3,-0.903,28271,9,28.892,7740,3,4.398,29931,10,0.342,2838,1,0.165,12702,4,1.05,3373,2,0.431,4943,2,0.824,4681,2,-0.361,17137,6,-1.298,30776,10,-0.332,20889,7,1435,281,851,303,843
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026065,East Lindsey 011B,http://statistics.data.gov.uk/doc/statistical-geography/E01026065,2019,E07000137,East Lindsey,9.661,24930,8,0.074,20713,7,0.071,18376,6,8.905,22962,7,0.016,15753,5,-1.343,31192,10,13.192,25177,8,6.582,27699,9,0.073,23412,8,0.082,22981,7,-0.792,27537,9,0.284,17821,6,0.226,11880,4,-2.59,28134,9,-0.772,27069,9,-0.292,20217,7,1806,237,808,761,824
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026066,East Lindsey 011C,http://statistics.data.gov.uk/doc/statistical-geography/E01026066,2019,E07000137,East Lindsey,13.159,20879,7,0.073,21005,7,0.083,15672,5,12.434,19546,6,-0.11,17738,6,-1.494,31758,10,24.723,11412,4,17.745,17009,6,0.085,21502,7,0.084,22688,7,-0.583,25011,8,0.315,14332,5,0.892,4175,2,-2.436,27585,9,0.1,14896,5,0.014,15070,5,1884,270,880,734,899
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026067,East Lindsey 011D,http://statistics.data.gov.uk/doc/statistical-geography/E01026067,2019,E07000137,East Lindsey,23.32,11838,4,0.164,9334,3,0.135,7988,3,16.594,16120,5,0.429,9958,4,-0.489,23626,8,15.187,22760,7,29.003,9383,3,0.14,14955,5,0.238,7607,3,-0.282,20706,7,0.338,11945,4,-0.198,19223,6,0.113,14612,5,0.746,6293,2,-0.169,18120,6,1971,315,1116,540,1136
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026068,East Lindsey 009B,http://statistics.data.gov.uk/doc/statistical-geography/E01026068,2019,E07000137,East Lindsey,26.967,9610,3,0.104,15811,5,0.093,13742,5,15.199,17207,6,0.104,14447,5,-0.923,28451,9,48.459,516,1,54.838,1204,1,0.11,18172,6,0.116,17836,6,-0.068,17212,6,0.297,16309,5,2.302,131,1,-2.781,28791,9,1.517,1050,1,0.158,12745,4,2081,277,1018,786,1079
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026069,East Lindsey 010D,http://statistics.data.gov.uk/doc/statistical-geography/E01026069,2019,E07000137,East Lindsey,52.321,1829,1,0.256,3767,2,0.214,2516,1,64.282,1262,1,1.181,2979,1,1.731,511,1,21.671,14692,5,34.866,6302,2,0.533,180,1,0.206,9582,3,1.311,1781,1,0.521,1442,1,0.443,8731,3,-0.51,17932,6,0.771,5979,2,0.436,9072,3,2426,272,1263,891,1284
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026070,East Lindsey 009C,http://statistics.data.gov.uk/doc/statistical-geography/E01026070,2019,E07000137,East Lindsey,22.393,12469,4,0.073,20980,7,0.075,17417,6,14.979,17376,6,0.142,13856,5,-0.484,23550,8,47.151,684,1,41.077,3919,2,0.076,22972,7,0.091,21474,7,-0.035,16666,6,0.289,17177,6,2.259,159,1,-3.561,30752,10,0.935,4385,2,0.638,7058,3,1936,254,953,729,997
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026071,East Lindsey 007A,http://statistics.data.gov.uk/doc/statistical-geography/E01026071,2019,E07000137,East Lindsey,24.685,10957,4,0.09,17911,6,0.085,15248,5,13.125,18925,6,-0.327,21076,7,-1.482,31727,10,49.933,329,1,55.29,1158,1,0.111,18112,6,0.097,20475,7,-0.234,19948,7,0.292,16925,6,2.576,39,1,-3.338,30324,10,1.555,944,1,0.081,13983,5,2147,276,1048,823,1084
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026072,East Lindsey 005A,http://statistics.data.gov.uk/doc/statistical-geography/E01026072,2019,E07000137,East Lindsey,54.129,1570,1,0.311,1912,1,0.304,416,1,69.234,835,1,1.383,1948,1,0.265,12470,4,10.422,28202,9,10.402,23645,8,0.413,1228,1,0.243,7324,3,1.365,1530,1,0.541,943,1,-0.558,24909,8,-0.377,17225,6,-0.152,18874,6,-0.608,25030,8,2043,336,856,851,897
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026073,East Lindsey 005B,http://statistics.data.gov.uk/doc/statistical-geography/E01026073,2019,E07000137,East Lindsey,61.083,825,1,0.334,1338,1,0.343,166,1,53.228,2689,1,2.116,243,1,0.588,7890,3,14.03,24193,8,23.681,12647,4,0.343,2830,1,0.312,4211,2,0.941,4204,2,0.505,1905,1,-0.317,21179,7,0.099,14698,5,0.435,10049,4,0.026,14857,5,1819,240,831,748,862
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026074,East Lindsey 005C,http://statistics.data.gov.uk/doc/statistical-geography/E01026074,2019,E07000137,East Lindsey,56.963,1228,1,0.316,1772,1,0.31,366,1,62.199,1492,1,1.574,1219,1,0.133,14614,5,27.356,8948,3,13.636,20463,7,0.521,227,1,0.233,7921,3,1.142,2750,1,0.533,1130,1,0.81,4798,2,-0.735,19197,6,0.054,15601,5,-0.521,23780,8,2024,211,823,990,860
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026075,East Lindsey 018B,http://statistics.data.gov.uk/doc/statistical-geography/E01026075,2019,E07000137,East Lindsey,28.748,8629,3,0.129,12663,4,0.102,12279,4,22.515,12228,4,0.038,15417,5,-1.261,30793,10,46.29,843,1,55.34,1151,1,0.229,8162,3,0.115,17994,6,0.325,11078,4,0.326,13153,5,2.111,283,1,-2.369,27328,9,1.606,806,1,-0.115,17265,6,2183,298,1080,805,1114
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026076,East Lindsey 002B,http://statistics.data.gov.uk/doc/statistical-geography/E01026076,2019,E07000137,East Lindsey,21.512,13169,5,0.101,16208,5,0.096,13277,5,20.51,13454,5,0.126,14101,5,-0.818,27489,9,38.581,2632,1,28.665,9581,3,0.127,16330,5,0.112,18335,6,0.288,11607,4,0.309,15029,5,1.703,929,1,-2.557,28027,9,0.819,5490,2,-0.577,24572,8,2122,286,1038,798,1097
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026077,East Lindsey 003A,http://statistics.data.gov.uk/doc/statistical-geography/E01026077,2019,E07000137,East Lindsey,30.002,8022,3,0.21,6114,2,0.17,5001,2,29.725,8685,3,0.973,4432,2,-0.784,27140,9,18.787,18126,6,8.923,25180,8,0.311,3951,2,0.162,12937,4,0.41,9949,4,0.388,7616,3,0.444,8721,3,-1.463,23191,8,-0.329,21571,7,-0.49,23338,8,1377,310,660,407,663
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026078,East Lindsey 003B,http://statistics.data.gov.uk/doc/statistical-geography/E01026078,2019,E07000137,East Lindsey,30.701,7691,3,0.17,8813,3,0.162,5535,2,35.309,6670,3,1.165,3075,1,-0.725,26506,9,23.03,13177,5,13.941,20163,7,0.206,9650,3,0.171,12200,4,0.627,7307,3,0.41,6212,2,0.609,6710,3,-0.964,20504,7,-0.176,19241,6,0.016,15023,5,1109,186,585,338,586
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026079,East Lindsey 002C,http://statistics.data.gov.uk/doc/statistical-geography/E01026079,2019,E07000137,East Lindsey,25.045,10736,4,0.137,11808,4,0.127,8806,3,25.543,10544,4,0.59,8061,3,-1.649,32188,10,21.544,14855,5,37.741,5088,2,0.153,13728,5,0.138,15307,5,0.175,13294,5,0.379,8323,3,0.693,5916,2,-2.118,26372,9,1.141,2825,1,-0.598,24891,8,1901,267,904,730,922
